reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sourceCountry,requestLang
f608eff5-6bc8-474b-a451-a69117128f43,Swapnil Tumbade,https://play-lh.googleusercontent.com/a/ACg8ocJ2equJKkCKI0R3IHMqyhPN0uBtKIQnaPuBfELyqq5RKyHf6EZL=mo,Good,5,1,2.5.5,2021-06-03 14:20:06,"Dear player,your support is the motivation of our work,thank you for your support to our game~",2022-08-03 16:28:49,2.5.5,us,en
b73527c6-5f4b-4f43-9ec4-33349c1b23e7,Jay prakash mannu,https://play-lh.googleusercontent.com/a-/ALV-UjVTzpCGhPtU_QLVAHo2TBQSSJiZT5L-POC3P1HB5ecmBUhNnge0,Nice,5,0,2.5.5,2021-05-28 16:53:21,"Dear player,your support is the motivation of our work,thank you for your support to our game~",2022-08-03 16:29:01,2.5.5,us,en
5068613a-2bdb-44cc-b90c-431cdb0e71c6,Aslam khan,https://play-lh.googleusercontent.com/a/ACg8ocJ2uh4lDrnUpJAUOKpzi4yILagONFVWA5gwZJ2SbVw8G26Pn-M=mo,Ak,4,3,2.5.5,2021-05-27 23:05:07,"Dear player,your support is the motivation of our work,thank you for your support to our game~",2022-08-03 16:29:07,2.5.5,us,en
653b485a-7e0c-4302-841f-964c387c3c93,Narpat Ningvale,https://play-lh.googleusercontent.com/a-/ALV-UjW3yd73IL8fxsJKz-f4HivrysU-vd5L9vZMR4As25_X00F2FJq3,Gjb yarrr supar,5,2,,2021-05-21 23:00:59,"Dear player,your support is the motivation of our work,thank you for your support to our game~",2022-08-03 16:29:15,,us,en
1c72ea4a-9e69-474b-9025-dd142f525f21,Shabier fareed,https://play-lh.googleusercontent.com/a/ACg8ocJrrUF3597O5OHNH2l0ZnucLh46DlLWjfrEvtZHcVbYoUK81A=mo,Nice,5,0,,2021-05-17 00:00:01,"Dear player,your support is the motivation of our work,thank you for your support to our game~",2022-08-03 16:29:33,,us,en
4b209b1c-6874-446f-ad4e-1e31c1f543ad,Ikechukwu Enyinnaya Azuamairo,https://play-lh.googleusercontent.com/a/ACg8ocKNzR2ouwCMzhSvXpBwGKk6bN0exU4WehjPdl2kI-RySmtPLg=mo,I don't like it,1,4,,2021-05-11 13:38:39,"Thank you for taking the time to leave your review.We really value our players’ opinions, and hope to keep on improving our game. Please give us some more details about your problem, and we'll help you to solve it.Thank you.",2022-08-03 16:29:44,,us,en
7729d0a5-3ae8-4658-89ca-4a2a6f967bf1,Akpesiri ododoru,https://play-lh.googleusercontent.com/a-/ALV-UjVnHjRPmYHgVJHS1LqFz27CBViI1Wn9Xj_g9c8BlPzsVb5zAmV3,"I came to look for a way to UN-INSTALL this latest version, gameplay is awful, wallpaper is too sharp and it harder to pass a level.",1,138,2.5.5,2021-05-09 20:44:05,"Dear player,your suggestion has been received,we will convey it to the staff of the relevant departments,thank you for your support to our game~",2022-08-03 16:30:22,2.5.5,us,en
b06a5c74-d808-4875-b2f1-c71fdf766464,Gulshan Singh,https://play-lh.googleusercontent.com/a-/ALV-UjUhJz54Sjb9HjUzlIbR_cke4oOtLaEC9pDnIqdknvmfRQD6tGmH,I think no plans,1,0,,2021-05-06 22:30:05,"Dear player,your suggestion has been received,we will convey it to the staff of the relevant departments,thank you for your support to our game~",2022-08-03 16:30:29,,us,en
1df0ff95-887b-4bbc-8b4b-0be0ced464dd,Manish Kumar Das,https://play-lh.googleusercontent.com/a-/ALV-UjVYnD-mmEbyMnib1IQhbOoS0gAIKxKVEZfCGKP5omMQXSw9gz92QQ,Bad game,1,0,2.5.3,2021-05-04 13:03:59,"Thank you for taking the time to leave your review.We really value our players’ opinions, and hope to keep on improving our game. Please give us some more details about your problem, and we'll help you to solve it.Thank you.",2022-08-03 16:30:48,2.5.3,us,en
89d1bb40-e6de-48b9-935d-7a4e71e2078d,Nafisat Opeyemi,https://play-lh.googleusercontent.com/a/ACg8ocJpyqWOQBBCftg-9ZErrvj1VsVmDvwg-t2oDOzH5lUS4NSLnw=mo,Oppppp,1,0,,2021-04-26 22:18:04,"Thank you for taking the time to leave your review.We really value our players’ opinions, and hope to keep on improving our game. Please give us some more details about your problem, and we'll help you to solve it.Thank you.",2022-08-03 16:31:09,,us,en
